1 : 471221.000000
2 : 474037.000000
3 : 336068.000000
4 : 335939.000000
5 : 374893.000000
6 : 371911.000000
7 : 281730.000000
8 : 293915.000000
9 : 456944.000000
10 : 323657.000000
11 : 272262.000000
12 : 455518.000000
13 : 404872.000000
14 : 432067.000000
15 : 415683.000000
16 : 454225.000000
17 : 462082.000000
18 : 447258.000000
19 : 487438.000000
20 : 457788.000000
